agreement_type,agreement,signed,entered_into_force,eoi,PARTNER_COUNTRY_CODE,PARENT_COUNTRY_CODE
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,MDA
DTC,DTC IE MD,2009-05-28,2010-04-22,Uncertain,IRL,MDA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,MDA
DTC,DTC IL MD,2006-11-23,2008-01-01,Uncertain,ISR,MDA
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,MDA
DTC,DTC IT MD,2002-07-03,2011-07-14,Uncertain,ITA,MDA
Multilateral,MCON-Orig,2006-05-01,2006-05-01,On Request,ITA,MDA
Multilateral,MCON-Orig,2013-10-01,2013-10-01,On Request,JPN,MDA
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,MDA
DTC,DTC JP MD,1986-01-18,1986-11-27,Uncertain,JPN,MDA
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,JEY,MDA
Multilateral,MCON-Amend,2015-08-01,2015-08-01,On Request,KAZ,MDA
DTC,DTC KZ MD,1999-07-15,2002-02-25,Uncertain,KAZ,MDA
DTC,DTC KW MD,2010-03-05,2013-06-21,Uncertain,KWT,MDA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LVA,MDA
DTC,DTC LV MD,1998-02-25,1998-06-24,Uncertain,LVA,MDA
Multilateral,MCON-Orig,2014-06-01,2014-06-01,On Request,LTU,MDA
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,MDA
DTC,DTC LT MD,1998-02-18,1998-09-07,Uncertain,LTU,MDA
Multilateral,MCON-Orig,2014-11-01,2014-11-01,On Request,LUX,MDA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,MDA
DTC,DTC LU MD,2007-07-11,2009-12-04,Uncertain,LUX,MDA
DTC,DTC MD MK,2011-04-06,2012-04-13,Uncertain,MKD,MDA
DTC,DTC MD MT,2014-04-10,2015-06-17,Uncertain,MLT,MDA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,MDA
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,MDA
Multilateral,MCON-Orig,2012-09-01,2012-09-01,On Request,MEX,MDA
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,MDA
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,MDA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,MDA
DTC,DTC MD NL,2000-07-03,2001-06-01,Uncertain,NLD,MDA
Multilateral,MCON-Orig,1997-02-01,1997-02-01,On Request,NLD,MDA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,MDA
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,MDA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,MDA
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,NOR,MDA
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,MDA
Multilateral,MCON-Orig,1997-10-01,1997-10-01,On Request,POL,MDA
DTC,DTC MD PL,1994-11-16,1996-01-01,Uncertain,POL,MDA
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,MDA
DTC,DTC MD PT,2009-02-11,2010-10-18,Uncertain,PRT,MDA
Multilateral,MCON-Orig,2014-11-01,2014-11-01,On Request,ROU,MDA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,MDA
DTC,DTC MD RO,1995-02-21,1996-04-10,Uncertain,ROU,MDA
Multilateral,MCON-Amend,2015-07-01,2015-07-01,On Request,RUS,MDA
DTC,DTC MD RU,1996-04-12,1998-01-01,Uncertain,RUS,MDA
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,MDA
Multilateral,MCON-Amend,2016-04-01,2016-04-01,On Request,SAU,MDA
Multilateral,MCON-Amend,2015-10-01,2015-10-01,On Request,SYC,MDA
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,MDA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,MDA
DTC,DTC MD SK,2003-11-25,2006-09-17,Uncertain,SVK,MDA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,SVN,MDA
Multilateral,MCON-Orig,2011-05-01,2011-05-01,On Request,SVN,MDA
DTC,DTC MD SI,2006-05-31,2006-11-14,Uncertain,SVN,MDA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,MDA
Multilateral,MCON-Orig,2012-07-01,2012-07-01,On Request,KOR,MDA
Multilateral,MCON-Amend,2012-07-01,2012-07-01,On Request,KOR,MDA
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,MDA
Multilateral,MCON-Orig,2010-12-01,2010-12-01,On Request,ESP,MDA
DTC,DTC ES MD,2007-10-08,2009-03-30,Uncertain,ESP,MDA
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,MDA
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,SWE,MDA
DTC,DTC CH MD,1999-01-13,2000-08-22,Uncertain,CHE,MDA
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,MDA
DTC,DTC MD TR,1998-06-25,2000-07-28,Uncertain,TUR,MDA
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,MDA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,MDA
Multilateral,MCON-Orig,2009-07-01,2009-07-01,On Request,UKR,MDA
DTC,DTC MD UA,1995-08-29,1996-05-27,Uncertain,UKR,MDA
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,MDA
DTC,DTC GB MD,2007-11-08,2008-10-30,Uncertain,GBR,MDA
Multilateral,MCON-Orig,2008-05-01,2008-05-01,On Request,GBR,MDA
FATCA,FATCA US MD,,2014-06-30,Automatic,USA,MDA
FATCA,FATCA US MD,,2014-06-30,Automatic,USA,MDA
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,USA,MDA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,MDA
DTC,DTC AL ME,2004-12-22,2005-11-17,Uncertain,ALB,MNE
DTC,DTC AT ME,2014-06-16,2015-04-21,Uncertain,AUT,MNE
DTC,DTC AZ ME,2013-03-12,2013-11-01,Uncertain,AZE,MNE
DTC,DTC BE ME,1980-11-21,1983-05-20,Uncertain,BEL,MNE
DTC,DTC HR ME,2001-12-14,2004-04-22,Uncertain,HRV,MNE
DTC,DTC CY ME,1985-06-29,1986-09-08,Uncertain,CYP,MNE
DTC,DTC CZ ME,2004-11-11,2005-06-27,Uncertain,CZE,MNE
DTC,DTC DK ME,1981-03-19,1982-01-10,Uncertain,DNK,MNE
DTC,DTC FI ME,1986-05-08,1987-12-18,Uncertain,FIN,MNE
DTC,DTC FR ME,1974-03-28,1975-08-01,Uncertain,FRA,MNE
DTC,DTC GH ME,2000-05-25,,Uncertain,GHA,MNE
DTC,DTC HU ME,2001-06-20,2003-01-01,Uncertain,HUN,MNE
DTC,DTC IN ME,2006-02-08,2008-09-23,Uncertain,IND,MNE
DTC,DTC IE ME,2010-10-07,2011-12-01,Uncertain,IRL,MNE
DTC,DTC IT ME,1982-02-24,1985-07-03,Uncertain,ITA,MNE
DTC,DTC KZ ME,2005-11-22,2006-05-19,Uncertain,KAZ,MNE
DTC,DTC KW ME,2002-04-02,2004-01-01,Uncertain,KWT,MNE
DTC,DTC LV ME,2005-11-22,2006-05-19,Uncertain,LVA,MNE
DTC,DTC ME MK,1996-09-04,1997-07-22,Uncertain,MKD,MNE
DTC,DTC ME MT,2008-11-04,2009-09-23,Uncertain,MLT,MNE
DTC,DTC ME NL,1982-02-22,1983-02-06,Uncertain,NLD,MNE
DTC,DTC ME PL,1997-06-12,1999-01-01,Uncertain,POL,MNE
DTC,DTC ME RO,1996-05-16,1998-01-01,Uncertain,ROU,MNE
DTC,DTC ME RU,1995-10-12,1998-01-01,Uncertain,RUS,MNE
DTC,DTC ME SK,2001-02-26,2001-10-15,Uncertain,SVK,MNE
DTC,DTC ME SI,2003-06-11,2003-12-31,Uncertain,SVN,MNE
DTC,DTC ME SE,1980-06-18,1981-12-16,Uncertain,SWE,MNE
DTC,DTC CH ME,2005-04-13,2007-07-10,Uncertain,CHE,MNE
DTC,DTC ME TR,2005-10-12,2007-08-10,Uncertain,TUR,MNE
DTC,DTC ME UA,2001-03-22,2001-11-29,Uncertain,UKR,MNE
DTC,DTC AE ME,2012-03-26,,Uncertain,ARE,MNE
DTC,DTC GB ME,1981-11-06,1982-09-16,Uncertain,GBR,MNE
FATCA,FATCA US ME,,2014-06-30,Automatic,USA,MNE
DTC,DTC FR MG,1983-07-22,1984-10-01,Uncertain,FRA,MDG
DTC,DTC MG MU,1994-08-30,1995-12-04,Uncertain,MUS,MDG
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ALB,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AND,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,AIA,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ATG,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ARG,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ABW,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUS,MHL
TIEA,TIEA AU MH,2010-05-12,2011-11-25,On Request,AUS,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUT,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BRB,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BEL,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,BLZ,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BMU,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BGR,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CAN,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYM,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHL,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHN,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,COL,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,COK,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CRI,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HRV,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CUW,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYP,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CZE,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DNK,MHL
TIEA,TIEA DK MH,2010-09-28,2011-12-03,On Request,DNK,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,EST,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRO,MHL
TIEA,TIEA FO MH,2010-09-28,2014-11-28,On Request,FRO,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FIN,MHL
TIEA,TIEA FI MH,2010-09-28,2011-12-02,On Request,FIN,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRA,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DEU,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GHA,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GIB,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRC,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRL,MHL
TIEA,TIEA GL MH,2010-09-28,2015-03-19,On Request,GRL,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GRD,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GGY,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HUN,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ISL,MHL
TIEA,TIEA IS MH,2010-09-28,2014-08-30,On Request,ISL,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IND,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,IDN,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IRL,MHL
TIEA,TIEA IE MH,2010-09-02,2015-02-10,On Request,IRL,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IMN,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ITA,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,JPN,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,JEY,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LVA,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LIE,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LTU,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LUX,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MYS,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MLT,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MUS,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MEX,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MCO,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MSR,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NLD,MHL
TIEA,TIEA MH NL,2010-05-14,2011-11-08,On Request,NLD,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,NZL,MHL
TIEA,TIEA MH NZ,2010-08-04,2015-04-09,On Request,NZL,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NIU,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NOR,MHL
TIEA,TIEA MH NO,2010-09-28,2011-06-19,On Request,NOR,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,POL,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,PRT,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ROU,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,LCA,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,VCT,MHL
Multilateral,MCAA ,2014-10-29,2018-09-01,Automatic,WSM,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SMR,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SYC,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,SXM,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVK,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVN,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ZAF,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,KOR,MHL
TIEA,TIEA KR MH,2011-05-31,2012-03-09,On Request,KOR,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ESP,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SWE,MHL
TIEA,TIEA MH SE,2010-09-28,2015-08-01,On Request,SWE,MHL
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHE,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,TCA,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GBR,MHL
TIEA,TIEA GB MH,2012-03-20,2014-05-07,On Request,GBR,MHL
TIEA,TIEA MH US,1991-03-14,1991-03-14,On Request,USA,MHL
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,MHL
DTC,DTC AL MK,1998-01-15,1998-09-02,Uncertain,ALB,MKD
TIEA,TIEA AR MK,2013-04-26,2013-12-17,On Request,ARG,MKD
DTC,DTC AT MK,2007-09-10,2008-01-20,Uncertain,AUT,MKD
DTC,DTC AZ MK,2013-04-22,2013-08-12,Uncertain,AZE,MKD
DTC,DTC BY MK,2005-05-19,2006-01-26,Uncertain,BLR,MKD
DTC,DTC BE MK,1980-11-21,1983-05-20,Uncertain,BEL,MKD
DTC,DTC BG MK,1999-02-22,1999-09-24,Uncertain,BGR,MKD
DTC,DTC CN MK,1997-06-09,1997-11-29,Uncertain,CHN,MKD
DTC,DTC HR MK,1994-07-06,1996-01-11,Uncertain,HRV,MKD
DTC,DTC CZ MK,2001-06-21,2002-06-17,Uncertain,CZE,MKD
DTC,DTC DK MK,2000-03-20,2000-12-14,Uncertain,DNK,MKD
DTC,DTC EG MK,1999-11-22,,Uncertain,EGY,MKD
DTC,DTC EE MK,2008-11-20,2009-05-21,Uncertain,EST,MKD
DTC,DTC FI MK,2001-01-25,2002-03-22,Uncertain,FIN,MKD
DTC,DTC FR MK,1999-02-10,2004-05-01,Uncertain,FRA,MKD
DTC,DTC DE MK,2006-07-13,2010-11-29,Uncertain,DEU,MKD
DTC,DTC HU MK,2001-04-13,2003-01-01,Uncertain,HUN,MKD
DTC,DTC IR MK,2000-07-12,2014-01-17,Uncertain,IRN,MKD
DTC,DTC IE MK,2008-04-14,2009-06-23,Uncertain,IRL,MKD
DTC,DTC IL MK,2012-08-23,,Uncertain,ISR,MKD
DTC,DTC IT MK,1996-12-20,2000-06-08,Uncertain,ITA,MKD
DTC,DTC KZ MK,2012-07-02,2013-08-12,Uncertain,KAZ,MKD
DTC,DTC KW MK,2012-03-30,2015-02-20,Uncertain,KWT,MKD
DTC,DTC LV MK,2006-12-08,2007-04-25,Uncertain,LVA,MKD
DTC,DTC LT MK,2007-08-29,2008-08-27,Uncertain,LTU,MKD
DTC,DTC LU MK,2012-05-16,2013-07-23,Uncertain,LUX,MKD
DTC,DTC MD MK,2011-04-06,2012-04-13,Uncertain,MDA,MKD
DTC,DTC ME MK,1996-09-04,1997-07-22,Uncertain,MNE,MKD
DTC,DTC MA MK,2010-05-11,2012-09-14,Uncertain,MAR,MKD
DTC,DTC MK NL,1998-09-11,1999-04-21,Uncertain,NLD,MKD
DTC,DTC MK NO,2011-04-19,2011-11-01,Uncertain,NOR,MKD
DTC,DTC MK PL,1996-11-28,1999-12-17,Uncertain,POL,MKD
DTC,DTC MK QA,2008-01-28,2008-10-13,Uncertain,QAT,MKD
DTC,DTC MK RO,2000-06-12,2002-08-16,Uncertain,ROU,MKD
DTC,DTC MK RU,1997-10-21,2000-07-14,Uncertain,RUS,MKD
DTC,DTC MK SA,2014-12-15,,Uncertain,SAU,MKD
DTC,DTC MK RS,1996-09-04,1997-07-22,Uncertain,SRB,MKD
DTC,DTC MK SK,2009-10-05,2010-04-27,Uncertain,SVK,MKD
DTC,DTC MK SI,1998-05-15,1999-09-20,Uncertain,SVN,MKD
DTC,DTC ES MK,2005-06-20,2005-12-01,Uncertain,ESP,MKD
DTC,DTC MK SE,1998-02-17,1998-05-18,Uncertain,SWE,MKD
DTC,DTC CH MK,2000-04-14,2000-12-27,Uncertain,CHE,MKD
DTC,DTC MK TR,1995-06-16,1996-11-28,Uncertain,TUR,MKD
DTC,DTC MK UA,1998-03-02,1998-11-23,Uncertain,UKR,MKD
DTC,DTC AE MK,2015-10-26,,Uncertain,ARE,MKD
DTC,DTC GB MK,2006-11-08,2007-08-08,Uncertain,GBR,MKD
DTC,DTC MK VN,2014-10-15,,Uncertain,VNM,MKD
DTC,DTC BF ML ,2008-09-26,2009-01-01,Uncertain,BFA,MLI
DTC,DTC FR ML,1972-09-22,1975-01-01,Uncertain,FRA,MLI
DTC,DTC MC ML,2012-02-13,,Uncertain,MCO,MLI
DTC,DTC MA ML,2014-02-20,,Uncertain,MAR,MLI
DTC,DTC ML RU,1996-06-25,2000-01-01,Uncertain,RUS,MLI
DTC,DTC ML SN,2008-09-26,2009-01-01,Uncertain,SEN,MLI
DTC,DTC ML TN,2000-04-28,2002-11-20,Uncertain,TUN,MLI
DTC,DTC IN MM,2008-04-02,2009-01-30,Uncertain,IND,MMR
DTC,DTC ID MM,2003-04-01,,Uncertain,IDN,MMR
DTC,DTC MM MY,1998-03-09,2008-07-21,Uncertain,MYS,MMR
DTC,DTC MM SG,1999-02-23,2000-03-30,Uncertain,SGP,MMR
DTC,DTC KR MM,2002-02-22,2003-08-04,Uncertain,KOR,MMR
DTC,DTC GB MM,1950-03-13,1950-03-13,Uncertain,GBR,MMR
DTC,DTC AT MN,2003-07-03,2004-10-01,Uncertain,AUT,MNG
DTC,DTC BE MN,1995-09-26,2000-03-30,Uncertain,BEL,MNG
DTC,DTC CA MN,2002-05-27,2002-12-20,Uncertain,CAN,MNG
DTC,DTC CN MN,1991-08-26,1992-06-23,Uncertain,CHN,MNG
DTC,DTC CZ MN,1997-01-27,1998-06-22,Uncertain,CZE,MNG
DTC,DTC FR MN,1996-04-18,1998-12-01,Uncertain,FRA,MNG
DTC,DTC DE MN,1994-08-22,1996-06-23,Uncertain,DEU,MNG
DTC,DTC HU MN,1994-09-13,1999-01-01,Uncertain,HUN,MNG
DTC,DTC IN MN,1994-02-22,1996-03-29,Uncertain,IND,MNG
DTC,DTC ID MN,1996-07-02,2001-01-01,Uncertain,IDN,MNG
DTC,DTC IT MN,2003-09-11,,Uncertain,ITA,MNG
DTC,DTC KZ MN ,1998-03-12,1999-12-02,Uncertain,KAZ,MNG
DTC,DTC LU MN,1998-06-05,2004-03-12,Uncertain,LUX,MNG
DTC,DTC MN MY,1995-07-27,1996-11-07,Uncertain,MYS,MNG
DTC,DTC MN NL,2002-03-08,2003-10-17,Uncertain,NLD,MNG
DTC,DTC MN PL,1997-04-18,2002-01-01,Uncertain,POL,MNG
DTC,DTC MN RU,1995-04-05,1998-01-01,Uncertain,RUS,MNG
DTC,DTC MN SG,2002-10-10,2004-10-22,Uncertain,SGP,MNG
DTC,DTC KR MN,1992-04-17,1993-06-06,Uncertain,KOR,MNG
DTC,DTC CH MN,1999-09-20,2002-06-25,Uncertain,CHE,MNG
DTC,DTC MN TR,1995-09-12,1996-12-30,Uncertain,TUR,MNG
DTC,DTC MN UA,2002-07-01,2003-03-06,Uncertain,UKR,MNG
DTC,DTC AE MN,2001-02-21,2002-11-29,Uncertain,ARE,MNG
DTC,DTC GB MN,1996-04-23,1996-12-04,Uncertain,GBR,MNG
TIEA,TIEA AR MO,2014-09-05,2015-11-06,On Request,ARG,MAC
TIEA,TIEA AU MO,2011-07-12,2012-06-20,On Request,AUS,MAC
DTC,DTC BE MO,2006-06-19,,Uncertain,BEL,MAC
DTC,DTC CV MO,2010-11-15,2012-11-25,Uncertain,CPV,MAC
DTC,DTC CN MO,2009-07-15,2010-09-15,Uncertain,CHN,MAC
TIEA,TIEA DK MO,2011-04-29,2011-10-15,On Request,DNK,MAC
TIEA,TIEA FO MO,2011-04-29,2011-12-17,On Request,FRO,MAC
TIEA,TIEA FI MO,2011-04-29,2011-12-09,On Request,FIN,MAC
TIEA,TIEA GL MO,2011-04-29,2012-04-19,On Request,GRL,MAC
TIEA,TIEA GG MO,2014-09-03,2015-04-26,On Request,GGY,MAC
TIEA,TIEA IS MO,2011-04-29,2012-01-20,On Request,ISL,MAC
TIEA,TIEA IN MO,2012-01-03,2012-04-16,On Request,IND,MAC
TIEA,TIEA JM MO,2012-10-05,,On Request,JAM,MAC
DTC,DTC JP MO,2014-03-13,2014-05-22,Uncertain,JPN,MAC
TIEA,TIEA MO MT,2013-05-30,,On Request,MLT,MAC
DTC,DTC MO MZ,2007-04-04,2011-01-11,Uncertain,MOZ,MAC
TIEA,TIEA MO NO,2011-04-29,2011-12-18,On Request,NOR,MAC
DTC,DTC MO PT,1999-09-28,1999-09-28,Uncertain,PRT,MAC
TIEA,TIEA MO SE,2011-04-29,2015-01-15,On Request,SWE,MAC
TIEA,TIEA GB MO,2014-09-03,2015-01-15,On Request,GBR,MAC
FATCA,FATCA US MO,,2014-11-30,Automatic,USA,MAC
DTC,DTC DZ MR,1990-07-23,1994-01-01,Uncertain,DZA,MRT
DTC,DTC FR MR,1967-11-15,1969-03-01,Uncertain,FRA,MRT
DTC,DTC KW MR,2009-12-27,,Uncertain,KWT,MRT
DTC,DTC LY MR,1990-07-23,1994-01-01,Uncertain,LBY,MRT
DTC,DTC MA MR,1990-07-23,1994-01-01,Uncertain,MAR,MRT
DTC,DTC MR QA,2003-12-25,,Uncertain,QAT,MRT
DTC,DTC MR SN,1971-01-09,1973-01-01,Uncertain,SEN,MRT
DTC,DTC MR SD,2009-12-22,,Uncertain,SDN,MRT
DTC,DTC MR TN,1990-07-23,1994-01-01,Uncertain,TUN,MRT
DTC,DTC AE MR,2015-10-21,,Uncertain,ARE,MRT
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ALB,MSR
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AND,MSR
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,AIA,MSR
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ATG,MSR
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ARG,MSR
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ARG,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ABW,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUS,MSR
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,MSR
TIEA,TIEA AU MS,2010-11-22,2011-11-25,On Request,AUS,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUT,MSR
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,MSR
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,MSR
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BRB,MSR
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BEL,MSR
TIEA,TIEA BE MS,2010-02-16,2015-11-18,On Request,BEL,MSR
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,BLZ,MSR
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,MSR
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BMU,MSR
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BGR,MSR
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,MSR
Multilateral,MCON-Amend,2015-06-30,2015-06-30,On Request,CMR,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CAN,MSR
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,MSR
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYM,MSR
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHL,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHN,MSR
Multilateral,MCON-Amend,2016-02-01,2016-02-01,On Request,CHN,MSR
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,COL,MSR
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,COK,MSR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CRI,MSR
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,MSR
